SITECODE,LCODE,SDATE,SECTION,FIELDNAME,VALUE
T01,1,10-Apr-93,1,XX,0
T01,1,10-Apr-93,2,XX,0
T01,1,10-Apr-93,3,XX,0
T01,1,10-Apr-93,4,84,2
T01,1,10-Apr-93,5,84,1
T01,1,10-Apr-93,6,XX,0
T01,1,10-Apr-93,7,XX,0
T01,1,10-Apr-93,8,XX,0
T01,1,10-Apr-93,9,2,2
T01,1,10-Apr-93,10,XX,0
T01,1,10-Apr-93,11,XX,0
T01,1,10-Apr-93,12,XX,0
T01,1,21-Apr-93,1,XX,0
T01,1,21-Apr-93,2,XX,0
T01,1,21-Apr-93,3,2,1
T01,1,21-Apr-93,4,XX,0
T01,1,21-Apr-93,5,XX,0
T01,1,21-Apr-93,6,XX,0
T01,1,21-Apr-93,7,XX,0
T01,1,21-Apr-93,8,2,1
T01,1,21-Apr-93,9,2,4
T01,1,21-Apr-93,10,XX,0
T01,1,21-Apr-93,11,2,1
T01,1,21-Apr-93,12,XX,0
T01,1,30-Apr-93,1,XX,0
T01,1,30-Apr-93,2,XX,0
T01,1,30-Apr-93,3,2,1
T01,1,30-Apr-93,3,84,2
T01,1,30-Apr-93,3,98,1
T01,1,30-Apr-93,4,100,1
T01,1,30-Apr-93,4,2,3
T01,1,30-Apr-93,4,4,2
T01,1,30-Apr-93,4,54,1
T01,1,30-Apr-93,4,84,2
T01,1,30-Apr-93,5,XX,0
T01,1,30-Apr-93,6,2,1
T01,1,30-Apr-93,6,4,1
T01,1,30-Apr-93,6,54,1
T01,1,30-Apr-93,6,84,1
T01,1,30-Apr-93,7,2,1
T01,1,30-Apr-93,7,84,1
T01,1,30-Apr-93,8,2,2
T01,1,30-Apr-93,9,2,4
T01,1,30-Apr-93,9,54,1
T01,1,30-Apr-93,9,84,6
T01,1,30-Apr-93,10,84,1
T01,1,30-Apr-93,11,XX,0
T01,1,30-Apr-93,12,84,1
T01,1,06-May-93,1,XX,0
T01,1,06-May-93,2,2,3
T01,1,06-May-93,3,XX,0
T01,1,06-May-93,4,2,1
T01,1,06-May-93,5,2,1
T01,1,06-May-93,6,2,1
T01,1,06-May-93,7,2,2
T01,1,06-May-93,8,2,2
T01,1,06-May-93,8,84,2
T01,1,06-May-93,9,100,1
T01,1,06-May-93,9,84,2
T01,1,06-May-93,10,XX,0
T01,1,06-May-93,11,XX,0
T01,1,06-May-93,12,XX,0
T01,1,14-May-93,1,XX,0
T01,1,14-May-93,2,XX,0
T01,1,14-May-93,3,XX,0
T01,1,14-May-93,4,XX,0
T01,1,14-May-93,5,XX,0
T01,1,14-May-93,6,XX,0
T01,1,14-May-93,7,XX,0
T01,1,14-May-93,8,XX,0
T01,1,14-May-93,9,XX,0
T01,1,14-May-93,10,XX,0
T01,1,14-May-93,11,XX,0
T01,1,14-May-93,12,XX,0
T01,1,21-May-93,1,XX,0
T01,1,21-May-93,2,XX,0
T01,1,21-May-93,3,XX,0
T01,1,21-May-93,4,2,3
T01,1,21-May-93,5,84,1
T01,1,21-May-93,6,XX,0
T01,1,21-May-93,7,XX,0
T01,1,21-May-93,8,XX,0
T01,1,21-May-93,9,99,1
T01,1,21-May-93,10,XX,0
T01,1,21-May-93,11,XX,0
T01,1,21-May-93,12,XX,0
T01,1,01-Jun-93,1,XX,0
T01,1,01-Jun-93,2,XX,0
T01,1,01-Jun-93,3,XX,0
T01,1,01-Jun-93,4,100,1
T01,1,01-Jun-93,4,98,1
T01,1,01-Jun-93,4,99,1
T01,1,01-Jun-93,5,100,1
T01,1,01-Jun-93,6,XX,0
T01,1,01-Jun-93,7,XX,0
T01,1,01-Jun-93,8,XX,0
T01,1,01-Jun-93,9,XX,0
T01,1,01-Jun-93,10,XX,0
T01,1,01-Jun-93,11,XX,0
T01,1,01-Jun-93,12,XX,0
T01,1,05-Jun-93,1,XX,0
T01,1,05-Jun-93,2,XX,0
T01,1,05-Jun-93,3,XX,0
T01,1,05-Jun-93,4,100,2
T01,1,05-Jun-93,5,29,1
T01,1,05-Jun-93,6,100,1
T01,1,05-Jun-93,7,XX,0
T01,1,05-Jun-93,8,XX,0
T01,1,05-Jun-93,9,XX,0
T01,1,05-Jun-93,10,XX,0
T01,1,05-Jun-93,11,98,1
T01,1,05-Jun-93,12,XX,0
T01,1,15-Jun-93,1,XX,0
T01,1,15-Jun-93,2,XX,0
T01,1,15-Jun-93,3,XX,0
T01,1,15-Jun-93,4,2,1
T01,1,15-Jun-93,5,XX,0
T01,1,15-Jun-93,6,XX,0
T01,1,15-Jun-93,7,XX,0
T01,1,15-Jun-93,8,XX,0
T01,1,15-Jun-93,9,XX,0
T01,1,15-Jun-93,10,XX,0
T01,1,15-Jun-93,11,XX,0
T01,1,15-Jun-93,12,XX,0
T01,1,23-Jun-93,1,XX,0
T01,1,23-Jun-93,2,XX,0
T01,1,23-Jun-93,3,XX,0
T01,1,23-Jun-93,4,100,1
T01,1,23-Jun-93,4,120,2
T01,1,23-Jun-93,4,98,2
T01,1,23-Jun-93,5,XX,0
T01,1,23-Jun-93,6,XX,0
T01,1,23-Jun-93,7,XX,0
T01,1,23-Jun-93,8,XX,0
T01,1,23-Jun-93,9,XX,0
T01,1,23-Jun-93,10,XX,0
T01,1,23-Jun-93,11,XX,0
T01,1,23-Jun-93,12,XX,0
T01,1,25-Jun-93,1,XX,0
T01,1,25-Jun-93,2,XX,0
T01,1,25-Jun-93,3,XX,0
T01,1,25-Jun-93,4,120,1
T01,1,25-Jun-93,4,122,1
T01,1,25-Jun-93,4,29,1
T01,1,25-Jun-93,4,98,1
T01,1,25-Jun-93,5,100,1
T01,1,25-Jun-93,5,122,1
T01,1,25-Jun-93,5,75,1
T01,1,25-Jun-93,6,XX,0
T01,1,25-Jun-93,7,120,2
T01,1,25-Jun-93,7,75,1
T01,1,25-Jun-93,7,8,1
T01,1,25-Jun-93,8,XX,0
T01,1,25-Jun-93,9,XX,0
T01,1,25-Jun-93,10,XX,0
T01,1,25-Jun-93,11,XX,0
T01,1,25-Jun-93,12,XX,0
T01,1,02-Jul-93,1,XX,0
T01,1,02-Jul-93,2,29,2
T01,1,02-Jul-93,3,XX,0
T01,1,02-Jul-93,4,100,1
T01,1,02-Jul-93,4,120,4
T01,1,02-Jul-93,4,8,4
T01,1,02-Jul-93,5,120,1
T01,1,02-Jul-93,5,75,2
T01,1,02-Jul-93,6,120,1
T01,1,02-Jul-93,6,75,1
T01,1,02-Jul-93,6,8,2
T01,1,02-Jul-93,7,75,2
T01,1,02-Jul-93,7,8,1
T01,1,02-Jul-93,7,88,1
T01,1,02-Jul-93,8,75,3
T01,1,02-Jul-93,9,75,1
T01,1,02-Jul-93,9,8,2
T01,1,02-Jul-93,10,XX,0
T01,1,02-Jul-93,11,XX,0
T01,1,02-Jul-93,12,XX,0
T01,1,14-Jul-93,1,XX,0
T01,1,14-Jul-93,2,120,2
T01,1,14-Jul-93,3,XX,0
T01,1,14-Jul-93,4,29,1
T01,1,14-Jul-93,4,8,2
T01,1,14-Jul-93,4,98,2
T01,1,14-Jul-93,5,120,2
T01,1,14-Jul-93,5,75,1
T01,1,14-Jul-93,6,98,1
T01,1,14-Jul-93,7,120,1
T01,1,14-Jul-93,7,8,1
T01,1,14-Jul-93,8,75,1
T01,1,14-Jul-93,9,2,1
T01,1,14-Jul-93,9,8,1
T01,1,14-Jul-93,10,XX,0
T01,1,14-Jul-93,11,75,1
T01,1,14-Jul-93,12,XX,0
T01,1,22-Jul-93,1,100,1
T01,1,22-Jul-93,2,100,1
T01,1,22-Jul-93,2,54,1
T01,1,22-Jul-93,2,76,1
T01,1,22-Jul-93,3,XX,0
T01,1,22-Jul-93,4,100,3
T01,1,22-Jul-93,4,2,1
T01,1,22-Jul-93,4,75,2
T01,1,22-Jul-93,4,88,1
T01,1,22-Jul-93,4,98,1
T01,1,22-Jul-93,5,100,1
T01,1,22-Jul-93,5,2,2
T01,1,22-Jul-93,5,54,1
T01,1,22-Jul-93,5,75,2
T01,1,22-Jul-93,5,76,2
T01,1,22-Jul-93,5,88,1
T01,1,22-Jul-93,6,XX,0
T01,1,22-Jul-93,7,2,1
T01,1,22-Jul-93,7,54,1
T01,1,22-Jul-93,7,75,2
T01,1,22-Jul-93,7,76,3
T01,1,22-Jul-93,7,8,1
T01,1,22-Jul-93,8,76,1
T01,1,22-Jul-93,9,100,2
T01,1,22-Jul-93,9,75,1
T01,1,22-Jul-93,9,76,2
T01,1,22-Jul-93,10,100,1
T01,1,22-Jul-93,11,2,4
T01,1,22-Jul-93,12,XX,0
T01,1,02-Aug-93,1,XX,0
T01,1,02-Aug-93,2,76,3
T01,1,02-Aug-93,3,XX,0
T01,1,02-Aug-93,4,100,1
T01,1,02-Aug-93,4,76,2
T01,1,02-Aug-93,5,100,3
T01,1,02-Aug-93,5,75,1
T01,1,02-Aug-93,5,76,3
T01,1,02-Aug-93,5,99,1
T01,1,02-Aug-93,6,75,1
T01,1,02-Aug-93,6,76,1
T01,1,02-Aug-93,7,75,1
T01,1,02-Aug-93,7,76,1
T01,1,02-Aug-93,7,8,1
T01,1,02-Aug-93,8,84,2
T01,1,02-Aug-93,9,76,4
T01,1,02-Aug-93,9,8,1
T01,1,02-Aug-93,10,98,1
T01,1,02-Aug-93,11,XX,0
T01,1,02-Aug-93,12,XX,0
T01,1,13-Aug-93,1,XX,0
T01,1,13-Aug-93,2,XX,0
T01,1,13-Aug-93,3,100,2
T01,1,13-Aug-93,4,100,7
T01,1,13-Aug-93,4,120,1
T01,1,13-Aug-93,4,76,3
T01,1,13-Aug-93,4,84,1
T01,1,13-Aug-93,4,98,9
T01,1,13-Aug-93,4,99,1
T01,1,13-Aug-93,5,54,1
T01,1,13-Aug-93,5,75,1
T01,1,13-Aug-93,5,76,2
T01,1,13-Aug-93,5,84,1
T01,1,13-Aug-93,5,99,2
T01,1,13-Aug-93,6,75,1
T01,1,13-Aug-93,6,76,2
T01,1,13-Aug-93,6,99,1
T01,1,13-Aug-93,7,75,2
T01,1,13-Aug-93,7,76,1
T01,1,13-Aug-93,7,99,1
T01,1,13-Aug-93,8,XX,0
T01,1,13-Aug-93,9,100,1
T01,1,13-Aug-93,9,76,4
T01,1,13-Aug-93,9,99,2
T01,1,13-Aug-93,10,XX,0
T01,1,13-Aug-93,11,XX,0
T01,1,13-Aug-93,12,XX,0
T01,1,19-Aug-93,1,XX,0
T01,1,19-Aug-93,2,100,1
T01,1,19-Aug-93,2,99,2
T01,1,19-Aug-93,3,98,1
T01,1,19-Aug-93,4,100,8
T01,1,19-Aug-93,4,98,1
T01,1,19-Aug-93,5,100,2
T01,1,19-Aug-93,6,75,2
T01,1,19-Aug-93,7,75,1
T01,1,19-Aug-93,7,76,2
T01,1,19-Aug-93,8,XX,0
T01,1,19-Aug-93,9,76,1
T01,1,19-Aug-93,9,99,2
T01,1,19-Aug-93,10,84,1
T01,1,19-Aug-93,11,76,1
T01,1,19-Aug-93,12,100,2
T01,1,26-Aug-93,1,XX,0
T01,1,26-Aug-93,2,XX,0
T01,1,26-Aug-93,3,XX,0
T01,1,26-Aug-93,4,99,2
T01,1,26-Aug-93,5,122,1
T01,1,26-Aug-93,6,100,1
T01,1,26-Aug-93,6,76,1
T01,1,26-Aug-93,7,XX,0
T01,1,26-Aug-93,8,100,1
T01,1,26-Aug-93,8,98,1
T01,1,26-Aug-93,9,XX,0
T01,1,26-Aug-93,10,XX,0
T01,1,26-Aug-93,11,XX,0
T01,1,26-Aug-93,12,XX,0
T01,1,31-Aug-93,1,100,1
T01,1,31-Aug-93,1,2,1
T01,1,31-Aug-93,2,98,1
T01,1,31-Aug-93,3,XX,0
T01,1,31-Aug-93,4,100,2
T01,1,31-Aug-93,4,93,2
T01,1,31-Aug-93,5,93,1
T01,1,31-Aug-93,6,100,1
T01,1,31-Aug-93,6,76,1
T01,1,31-Aug-93,6,93,1
T01,1,31-Aug-93,7,100,1
T01,1,31-Aug-93,8,XX,0
T01,1,31-Aug-93,9,XX,0
T01,1,31-Aug-93,10,XX,0
T01,1,31-Aug-93,11,XX,0
T01,1,31-Aug-93,12,XX,0
T01,1,07-Sep-93,1,XX,0
T01,1,07-Sep-93,2,XX,0
T01,1,07-Sep-93,3,XX,0
T01,1,07-Sep-93,4,76,1
T01,1,07-Sep-93,4,93,1
T01,1,07-Sep-93,5,XX,0
T01,1,07-Sep-93,6,XX,0
T01,1,07-Sep-93,7,XX,0
T01,1,07-Sep-93,8,XX,0
T01,1,07-Sep-93,9,XX,0
T01,1,07-Sep-93,10,XX,0
T01,1,07-Sep-93,11,XX,0
T01,1,07-Sep-93,12,XX,0
T01,1,17-Sep-93,1,99,1
T01,1,17-Sep-93,2,93,1
T01,1,17-Sep-93,3,100,1
T01,1,17-Sep-93,4,XX,0
T01,1,17-Sep-93,5,XX,0
T01,1,17-Sep-93,6,XX,0
T01,1,17-Sep-93,7,XX,0
T01,1,17-Sep-93,8,XX,0
T01,1,17-Sep-93,9,XX,0
T01,1,17-Sep-93,10,XX,0
T01,1,17-Sep-93,11,XX,0
T01,1,17-Sep-93,12,XX,0
T01,1,23-Sep-93,1,XX,0
T01,1,23-Sep-93,2,XX,0
T01,1,23-Sep-93,3,XX,0
T01,1,23-Sep-93,4,93,1
T01,1,23-Sep-93,5,XX,0
T01,1,23-Sep-93,6,XX,0
T01,1,23-Sep-93,7,XX,0
T01,1,23-Sep-93,8,XX,0
T01,1,23-Sep-93,9,XX,0
T01,1,23-Sep-93,10,XX,0
T01,1,23-Sep-93,11,XX,0
T01,1,23-Sep-93,12,XX,0
T01,1,11-Apr-94,1,XX,0
T01,1,11-Apr-94,2,XX,0
T01,1,11-Apr-94,3,XX,0
T01,1,11-Apr-94,4,2,1
T01,1,11-Apr-94,5,XX,0
T01,1,11-Apr-94,6,2,1
T01,1,11-Apr-94,6,84,1
T01,1,11-Apr-94,7,XX,0
T01,1,11-Apr-94,8,XX,0
T01,1,11-Apr-94,9,2,1
T01,1,11-Apr-94,9,84,1
T01,1,11-Apr-94,10,XX,0
T01,1,11-Apr-94,11,XX,0
T01,1,11-Apr-94,12,XX,0
T01,1,21-Apr-94,1,XX,0
T01,1,21-Apr-94,2,XX,0
T01,1,21-Apr-94,3,2,1
T01,1,21-Apr-94,4,2,3
T01,1,21-Apr-94,5,XX,0
T01,1,21-Apr-94,6,2,1
T01,1,21-Apr-94,7,2,1
T01,1,21-Apr-94,8,2,1
T01,1,21-Apr-94,9,2,1
T01,1,21-Apr-94,10,XX,0
T01,1,21-Apr-94,11,XX,0
T01,1,21-Apr-94,12,XX,0
T01,1,22-Apr-94,1,XX,0
T01,1,22-Apr-94,2,XX,0
T01,1,22-Apr-94,3,2,1
T01,1,22-Apr-94,4,2,3
T01,1,22-Apr-94,5,XX,0
T01,1,22-Apr-94,6,XX,0
T01,1,22-Apr-94,7,2,5
T01,1,22-Apr-94,8,84,1
T01,1,22-Apr-94,9,2,3
T01,1,22-Apr-94,10,2,1
T01,1,22-Apr-94,11,XX,0
T01,1,22-Apr-94,12,XX,0
T01,1,29-Apr-94,1,XX,0
T01,1,29-Apr-94,2,XX,0
T01,1,29-Apr-94,3,XX,0
T01,1,29-Apr-94,4,100,1
T01,1,29-Apr-94,4,2,9
T01,1,29-Apr-94,5,2,1
T01,1,29-Apr-94,6,2,1
T01,1,29-Apr-94,6,99,2
T01,1,29-Apr-94,7,84,1
T01,1,29-Apr-94,8,XX,0
T01,1,29-Apr-94,9,2,4
T01,1,29-Apr-94,10,XX,0
T01,1,29-Apr-94,11,XX,0
T01,1,29-Apr-94,12,XX,0
T01,1,06-May-94,1,54,1
T01,1,06-May-94,2,XX,0
T01,1,06-May-94,3,2,2
T01,1,06-May-94,4,100,2
T01,1,06-May-94,4,2,1
T01,1,06-May-94,4,4,1
T01,1,06-May-94,4,84,2
T01,1,06-May-94,4,99,2
T01,1,06-May-94,5,XX,0
T01,1,06-May-94,6,XX,0
T01,1,06-May-94,7,2,1
T01,1,06-May-94,7,99,1
T01,1,06-May-94,8,2,1
T01,1,06-May-94,9,2,4
T01,1,06-May-94,9,4,1
T01,1,06-May-94,9,99,1
T01,1,06-May-94,10,XX,0
T01,1,06-May-94,11,XX,0
T01,1,06-May-94,12,XX,0
T01,1,31-May-94,1,XX,0
T01,1,31-May-94,2,54,1
T01,1,31-May-94,3,XX,0
T01,1,31-May-94,4,2,2
T01,1,31-May-94,4,4,1
T01,1,31-May-94,5,100,1
T01,1,31-May-94,6,2,1
T01,1,31-May-94,7,84,1
T01,1,31-May-94,8,XX,0
T01,1,31-May-94,9,100,1
T01,1,31-May-94,10,XX,0
T01,1,31-May-94,11,XX,0
T01,1,31-May-94,12,XX,0
T01,1,06-Jun-94,1,XX,0
T01,1,06-Jun-94,2,XX,0
T01,1,06-Jun-94,3,XX,0
T01,1,06-Jun-94,4,XX,0
T01,1,06-Jun-94,5,XX,0
T01,1,06-Jun-94,6,XX,0
T01,1,06-Jun-94,7,XX,0
T01,1,06-Jun-94,8,XX,0
T01,1,06-Jun-94,9,100,1
T01,1,06-Jun-94,9,98,1
T01,1,06-Jun-94,9,99,1
T01,1,06-Jun-94,10,XX,0
T01,1,06-Jun-94,11,XX,0
T01,1,06-Jun-94,12,XX,0
T01,1,13-Jun-94,1,XX,0
T01,1,13-Jun-94,2,93,2
T01,1,13-Jun-94,3,XX,0
T01,1,13-Jun-94,4,XX,0
T01,1,13-Jun-94,5,54,1
T01,1,13-Jun-94,5,93,1
T01,1,13-Jun-94,6,XX,0
T01,1,13-Jun-94,7,XX,0
T01,1,13-Jun-94,8,XX,0
T01,1,13-Jun-94,9,100,2
T01,1,13-Jun-94,10,XX,0
T01,1,13-Jun-94,11,XX,0
T01,1,13-Jun-94,12,XX,0
T01,1,17-Jun-94,1,XX,0
T01,1,17-Jun-94,2,XX,0
T01,1,17-Jun-94,3,XX,0
T01,1,17-Jun-94,4,88,1
T01,1,17-Jun-94,5,88,1
T01,1,17-Jun-94,6,84,1
T01,1,17-Jun-94,7,XX,0
T01,1,17-Jun-94,8,XX,0
T01,1,17-Jun-94,9,99,1
T01,1,17-Jun-94,10,XX,0
T01,1,17-Jun-94,11,XX,0
T01,1,17-Jun-94,12,XX,0
T01,1,24-Jun-94,1,XX,0
T01,1,24-Jun-94,2,XX,0
T01,1,24-Jun-94,3,XX,0
T01,1,24-Jun-94,4,XX,0
T01,1,24-Jun-94,5,XX,0
T01,1,24-Jun-94,6,XX,0
T01,1,24-Jun-94,7,XX,0
T01,1,24-Jun-94,8,XX,0
T01,1,24-Jun-94,9,XX,0
T01,1,24-Jun-94,10,XX,0
T01,1,24-Jun-94,11,XX,0
T01,1,24-Jun-94,12,XX,0
T01,1,01-Jul-94,1,XX,0
T01,1,01-Jul-94,2,XX,0
T01,1,01-Jul-94,3,XX,0
T01,1,01-Jul-94,4,8,4
T01,1,01-Jul-94,4,88,13
T01,1,01-Jul-94,5,8,1
T01,1,01-Jul-94,5,88,2
T01,1,01-Jul-94,6,88,1
T01,1,01-Jul-94,7,75,1
T01,1,01-Jul-94,7,8,7
T01,1,01-Jul-94,7,88,6
T01,1,01-Jul-94,8,XX,0
T01,1,01-Jul-94,9,8,2
T01,1,01-Jul-94,10,XX,0
T01,1,01-Jul-94,11,XX,0
T01,1,01-Jul-94,12,XX,0
T01,1,11-Jul-94,1,75,1
T01,1,11-Jul-94,2,75,2
T01,1,11-Jul-94,2,8,1
T01,1,11-Jul-94,3,88,2
T01,1,11-Jul-94,4,8,4
T01,1,11-Jul-94,4,88,2
T01,1,11-Jul-94,5,120,1
T01,1,11-Jul-94,5,75,3
T01,1,11-Jul-94,6,XX,0
T01,1,11-Jul-94,7,75,1
T01,1,11-Jul-94,7,8,4
T01,1,11-Jul-94,8,XX,0
T01,1,11-Jul-94,9,75,1
T01,1,11-Jul-94,9,98,4
T01,1,11-Jul-94,10,XX,0
T01,1,11-Jul-94,11,XX,0
T01,1,11-Jul-94,12,XX,0
T01,1,18-Jul-94,1,100,1
T01,1,18-Jul-94,1,98,1
T01,1,18-Jul-94,2,2,1
T01,1,18-Jul-94,2,75,1
T01,1,18-Jul-94,2,76,1
T01,1,18-Jul-94,2,98,2
T01,1,18-Jul-94,3,100,2
T01,1,18-Jul-94,3,76,2
T01,1,18-Jul-94,4,100,10
T01,1,18-Jul-94,4,104,1
T01,1,18-Jul-94,4,120,3
T01,1,18-Jul-94,4,2,1
T01,1,18-Jul-94,4,54,1
T01,1,18-Jul-94,4,75,1
T01,1,18-Jul-94,4,76,1
T01,1,18-Jul-94,4,8,7
T01,1,18-Jul-94,4,98,4
T01,1,18-Jul-94,5,100,1
T01,1,18-Jul-94,5,120,1
T01,1,18-Jul-94,5,2,2
T01,1,18-Jul-94,5,75,4
T01,1,18-Jul-94,5,76,3
T01,1,18-Jul-94,5,98,1
T01,1,18-Jul-94,6,100,1
T01,1,18-Jul-94,6,54,2
T01,1,18-Jul-94,6,76,1
T01,1,18-Jul-94,6,88,1
T01,1,18-Jul-94,6,98,3
T01,1,18-Jul-94,7,120,1
T01,1,18-Jul-94,7,2,3
T01,1,18-Jul-94,7,75,3
T01,1,18-Jul-94,7,8,2
T01,1,18-Jul-94,8,100,1
T01,1,18-Jul-94,9,100,2
T01,1,18-Jul-94,9,76,1
T01,1,18-Jul-94,10,75,1
T01,1,18-Jul-94,11,XX,0
T01,1,18-Jul-94,12,XX,0
T01,1,22-Jul-94,1,75,1
T01,1,22-Jul-94,2,100,1
T01,1,22-Jul-94,2,75,2
T01,1,22-Jul-94,2,76,4
T01,1,22-Jul-94,2,99,1
T01,1,22-Jul-94,3,75,1
T01,1,22-Jul-94,3,76,1
T01,1,22-Jul-94,3,98,2
T01,1,22-Jul-94,4,100,7
T01,1,22-Jul-94,4,76,2
T01,1,22-Jul-94,4,8,1
T01,1,22-Jul-94,4,98,3
T01,1,22-Jul-94,5,100,1
T01,1,22-Jul-94,5,2,1
T01,1,22-Jul-94,5,75,2
T01,1,22-Jul-94,5,76,4
T01,1,22-Jul-94,5,99,1
T01,1,22-Jul-94,6,100,5
T01,1,22-Jul-94,6,75,4
T01,1,22-Jul-94,6,76,1
T01,1,22-Jul-94,6,99,1
T01,1,22-Jul-94,7,100,3
T01,1,22-Jul-94,7,120,1
T01,1,22-Jul-94,7,2,5
T01,1,22-Jul-94,7,75,1
T01,1,22-Jul-94,7,76,5
T01,1,22-Jul-94,7,8,1
T01,1,22-Jul-94,8,2,1
T01,1,22-Jul-94,9,2,6
T01,1,22-Jul-94,9,75,1
T01,1,22-Jul-94,9,76,3
T01,1,22-Jul-94,10,75,1
T01,1,22-Jul-94,11,XX,0
T01,1,22-Jul-94,12,XX,0
T01,1,29-Jul-94,1,75,1
T01,1,29-Jul-94,2,76,1
T01,1,29-Jul-94,2,98,2
T01,1,29-Jul-94,2,99,1
T01,1,29-Jul-94,3,76,3
T01,1,29-Jul-94,3,93,1
T01,1,29-Jul-94,3,98,1
T01,1,29-Jul-94,3,99,1
T01,1,29-Jul-94,4,100,8
T01,1,29-Jul-94,4,104,1
T01,1,29-Jul-94,4,76,1
T01,1,29-Jul-94,4,93,1
T01,1,29-Jul-94,4,98,3
T01,1,29-Jul-94,4,99,1
T01,1,29-Jul-94,5,100,1
T01,1,29-Jul-94,5,75,1
T01,1,29-Jul-94,6,75,2
T01,1,29-Jul-94,6,76,1
T01,1,29-Jul-94,6,98,1
T01,1,29-Jul-94,7,100,1
T01,1,29-Jul-94,7,75,4
T01,1,29-Jul-94,7,76,1
T01,1,29-Jul-94,7,98,2
T01,1,29-Jul-94,8,100,1
T01,1,29-Jul-94,8,98,3
T01,1,29-Jul-94,9,100,6
T01,1,29-Jul-94,9,76,2
T01,1,29-Jul-94,9,98,4
T01,1,29-Jul-94,9,99,3
T01,1,29-Jul-94,10,100,1
T01,1,29-Jul-94,11,XX,0
T01,1,29-Jul-94,12,XX,0
T01,1,07-Aug-94,1,XX,0
T01,1,07-Aug-94,2,100,1
T01,1,07-Aug-94,2,76,1
T01,1,07-Aug-94,3,100,2
T01,1,07-Aug-94,3,76,1
T01,1,07-Aug-94,4,100,8
T01,1,07-Aug-94,5,100,1
T01,1,07-Aug-94,5,98,1
T01,1,07-Aug-94,5,99,1
T01,1,07-Aug-94,6,100,2
T01,1,07-Aug-94,6,75,1
T01,1,07-Aug-94,6,76,1
T01,1,07-Aug-94,7,100,2
T01,1,07-Aug-94,8,XX,0
T01,1,07-Aug-94,9,100,1
T01,1,07-Aug-94,10,XX,0
T01,1,07-Aug-94,11,XX,0
T01,1,07-Aug-94,12,XX,0
T01,1,15-Aug-94,1,100,1
T01,1,15-Aug-94,1,98,1
T01,1,15-Aug-94,2,100,3
T01,1,15-Aug-94,3,XX,0
T01,1,15-Aug-94,4,100,5
T01,1,15-Aug-94,4,99,1
T01,1,15-Aug-94,5,98,1
T01,1,15-Aug-94,6,100,1
T01,1,15-Aug-94,6,75,1
T01,1,15-Aug-94,6,76,2
T01,1,15-Aug-94,6,98,3
T01,1,15-Aug-94,7,100,2
T01,1,15-Aug-94,8,99,1
T01,1,15-Aug-94,9,100,1
T01,1,15-Aug-94,10,98,1
T01,1,15-Aug-94,11,XX,0
T01,1,15-Aug-94,12,XX,0
T01,1,23-Aug-94,1,XX,0
T01,1,23-Aug-94,2,XX,0
T01,1,23-Aug-94,3,XX,0
T01,1,23-Aug-94,4,100,1
T01,1,23-Aug-94,5,100,2
T01,1,23-Aug-94,6,XX,0
T01,1,23-Aug-94,7,XX,0
T01,1,23-Aug-94,8,XX,0
T01,1,23-Aug-94,9,XX,0
T01,1,23-Aug-94,10,XX,0
T01,1,23-Aug-94,11,XX,0
T01,1,23-Aug-94,12,XX,0
T01,1,26-Aug-94,1,XX,0
T01,1,26-Aug-94,2,75,1
T01,1,26-Aug-94,3,93,2
T01,1,26-Aug-94,4,100,3
T01,1,26-Aug-94,5,99,1
T01,1,26-Aug-94,6,99,1
T01,1,26-Aug-94,7,XX,0
T01,1,26-Aug-94,8,100,1
T01,1,26-Aug-94,9,XX,0
T01,1,26-Aug-94,10,XX,0
T01,1,26-Aug-94,11,XX,0
T01,1,26-Aug-94,12,100,1
T01,1,07-Sep-94,1,XX,0
T01,1,07-Sep-94,2,93,3
T01,1,07-Sep-94,3,XX,0
T01,1,07-Sep-94,4,XX,0
T01,1,07-Sep-94,5,100,1
T01,1,07-Sep-94,6,XX,0
T01,1,07-Sep-94,7,XX,0
T01,1,07-Sep-94,8,XX,0
T01,1,07-Sep-94,9,XX,0
T01,1,07-Sep-94,10,XX,0
T01,1,07-Sep-94,11,XX,0
T01,1,07-Sep-94,12,XX,0
T01,1,13-Sep-94,1,XX,0
T01,1,13-Sep-94,2,XX,0
T01,1,13-Sep-94,3,XX,0
T01,1,13-Sep-94,4,100,1
T01,1,13-Sep-94,4,99,1
T01,1,13-Sep-94,5,XX,0
T01,1,13-Sep-94,6,123,1
T01,1,13-Sep-94,6,2,1
T01,1,13-Sep-94,7,XX,0
T01,1,13-Sep-94,8,XX,0
T01,1,13-Sep-94,9,XX,0
T01,1,13-Sep-94,10,XX,0
T01,1,13-Sep-94,11,XX,0
T01,1,13-Sep-94,12,XX,0
T01,1,23-Sep-94,1,XX,0
T01,1,23-Sep-94,2,100,1
T01,1,23-Sep-94,3,XX,0
T01,1,23-Sep-94,4,XX,0
T01,1,23-Sep-94,5,XX,0
T01,1,23-Sep-94,6,XX,0
T01,1,23-Sep-94,7,XX,0
T01,1,23-Sep-94,8,XX,0
T01,1,23-Sep-94,9,XX,0
T01,1,23-Sep-94,10,XX,0
T01,1,23-Sep-94,11,XX,0
T01,1,23-Sep-94,12,100,1
T01,1,01-Apr-95,1,XX,0
T01,1,01-Apr-95,2,XX,0
T01,1,01-Apr-95,3,XX,0
